Episode,Reward,Queue,Delay,Carbon,Entropy,Policy_Loss,Value_Loss,Time
1,-757.047618248002,5.31646728515625,3507.14013671875,1726.850378628283,1.3846913576126099,0.48605322539806367,0.0,22.264127016067505
