epoch,cos_ppo_lstm,cos_ppo_gnn
0,0.44376087188720703,0.5479241609573364
10,0.4345134496688843,0.544502854347229
20,0.42759206891059875,0.5404625535011292
30,-0.42596501111984253,0.5354348421096802
40,-0.42676833271980286,0.5283321142196655
