Episode,Reward,Queue,Delay,Carbon,Entropy,Policy_Loss,Value_Loss,Time
1,-536.0434937250811,15.336160659790039,1294.5675048828125,1714.1992593997093,1.3836515426635743,0.5013810932636261,0.0,22.793211936950684
2,-1334.0719339258535,26.599084854125977,7968.52978515625,1694.9447411494887,1.3812722563743591,0.5190549910068512,0.0,23.62344264984131
