Episode,Reward,Queue,Delay,Carbon,Entropy,Policy_Loss,Value_Loss,Time
1,-805.6110000040487,59.674781799316406,3099.64990234375,1609.8574755377676,1.384338104724884,0.5154438376426697,0.0,24.19994020462036
