Episode,Reward,Queue,Delay,Carbon,Entropy,Policy_Loss,Value_Loss,Time
1,-810.9469071229844,17.572277069091797,2529.67138671875,1735.9354953652735,1.3851278662681579,0.48525638580322267,0.0,24.715521335601807
